@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.079545,0.011364,0.045455,0.068182,0.022727,0.034091,0.011364,0.056818,0.136364,0.056818,0.068182,0.045455,0.022727,0.011364,0.090909,0.056818,0.056818,0.045455,0,0.079545,meso
0.079208,0.001414,0.103253,0.104668,0.02546,0.079208,0.007072,0.016973,0.115983,0.02546,0.007072,0.02546,0.059406,0.035361,0.041018,0.165488,0.049505,0.048091,0,0.009901,meso
0.075377,0.030151,0.065327,0.055276,0.035176,0.070352,0.060302,0.030151,0.015075,0.110553,0.015075,0.025126,0.050251,0.045226,0.080402,0.055276,0.045226,0.055276,0.045226,0.035176,meso
0.032787,0.04918,0.065574,0,0.081967,0.098361,0.032787,0.065574,0.016393,0.065574,0.016393,0.032787,0.032787,0.032787,0.016393,0.163934,0.065574,0.065574,0,0.065574,meso
0.137079,0.004494,0.040449,0.051685,0.026966,0.098876,0.022472,0.020225,0.011236,0.110112,0.011236,0.008989,0.101124,0.038202,0.080899,0.078652,0.051685,0.074157,0.013483,0.017978,meso
0.054348,0,0.054348,0.163043,0.01087,0.01087,0,0.097826,0.152174,0.119565,0.021739,0.032609,0.021739,0.01087,0.054348,0.065217,0.032609,0.076087,0,0.021739,meso
0.055758,0.018182,0.048485,0.083636,0.04,0.055758,0.033939,0.055758,0.059394,0.121212,0.020606,0.048485,0.053333,0.04,0.053333,0.086061,0.041212,0.041212,0.006061,0.037576,meso
0.076712,0.00274,0.065753,0.142466,0.038356,0.038356,0.005479,0.032877,0.084932,0.087671,0.016438,0.027397,0.060274,0.082192,0.030137,0.076712,0.046575,0.054795,0.013699,0.016438,meso
0.10299,0.003322,0.053156,0.066445,0.016611,0.066445,0.006645,0.056478,0.083056,0.099668,0.033223,0.033223,0.0299,0.049834,0.063123,0.053156,0.056478,0.086379,0.003322,0.036545,meso
0.055035,0.019906,0.059719,0.050351,0.042155,0.0363,0.022248,0.086651,0.07377,0.094848,0.018735,0.057377,0.040984,0.050351,0.031616,0.081967,0.051522,0.059719,0.025761,0.040984,meso
0.016129,0,0.075269,0.053763,0.037634,0.043011,0.010753,0.129032,0.112903,0.139785,0.010753,0.129032,0,0.032258,0.021505,0.026882,0.043011,0.037634,0,0.080645,meso
0.094949,0.018182,0.036364,0.062626,0.020202,0.078788,0.036364,0.050505,0.040404,0.094949,0.010101,0.046465,0.050505,0.034343,0.086869,0.054545,0.052525,0.10303,0.00404,0.024242,meso
0.068323,0.018634,0.071429,0.043478,0.021739,0.093168,0.046584,0.071429,0.018634,0.121118,0.024845,0.031056,0.046584,0.040373,0.074534,0.062112,0.043478,0.068323,0.009317,0.024845,meso
0.084867,0.021728,0.052147,0.075153,0.034254,0.042689,0.033742,0.038088,0.053425,0.111452,0.02684,0.039877,0.052658,0.066718,0.049847,0.078476,0.052403,0.049591,0.011503,0.02454,meso
0.095833,0.008333,0.0625,0.097917,0.041667,0.085417,0.0125,0.039583,0.033333,0.089583,0.022917,0.033333,0.0375,0.0375,0.079167,0.083333,0.039583,0.070833,0.008333,0.020833,meso
0.060738,0.013015,0.030369,0.069414,0.02603,0.073753,0.032538,0.043384,0.039046,0.071584,0.021692,0.030369,0.106291,0.056399,0.073753,0.112798,0.05423,0.045553,0.004338,0.034707,meso
0.037736,0.014151,0.037736,0.042453,0.023585,0.099057,0.023585,0.04717,0.061321,0.051887,0.009434,0.080189,0.108491,0.042453,0.042453,0.09434,0.099057,0.061321,0.004717,0.018868,meso
0.069124,0.009217,0.062212,0.165899,0.043779,0.039171,0.009217,0.032258,0.129032,0.043779,0.020737,0.020737,0.062212,0.0553,0.041475,0.034562,0.034562,0.082949,0.011521,0.032258,meso
0.048951,0.020979,0.041958,0.181818,0.013986,0.125874,0,0.020979,0.034965,0.153846,0.034965,0.034965,0.062937,0.06993,0.041958,0.034965,0.020979,0.027972,0.020979,0.006993,meso
0.061069,0.015267,0.038168,0.076336,0.030534,0.068702,0.015267,0.061069,0.083969,0.030534,0.038168,0.076336,0.068702,0.015267,0.045802,0.076336,0.045802,0.091603,0.015267,0.045802,meso
0.05481,0.00783,0.049776,0.08613,0.030201,0.044743,0.033557,0.036913,0.073826,0.071588,0.018456,0.055928,0.064877,0.054251,0.056488,0.141499,0.052013,0.033557,0.005593,0.027405,meso
0.038462,0.025641,0.09188,0.087607,0.038462,0.059829,0.021368,0.040598,0.036325,0.064103,0.017094,0.076923,0.042735,0.047009,0.055556,0.117521,0.055556,0.042735,0.010684,0.029915,meso
0.09,0.008,0.052,0.058,0.034,0.09,0.02,0.062,0.056,0.072,0.012,0.052,0.046,0.04,0.024,0.078,0.078,0.062,0.028,0.038,meso
0.067901,0.080247,0.074074,0.117284,0.055556,0.04321,0.006173,0.012346,0.018519,0.098765,0.024691,0.030864,0.074074,0.024691,0.04321,0.12963,0.018519,0.055556,0.006173,0.018519,meso
0.058594,0.018229,0.050781,0.080729,0.048177,0.023438,0.018229,0.0625,0.05599,0.13151,0.028646,0.041667,0.029948,0.052083,0.053385,0.092448,0.046875,0.061198,0.007813,0.03776,meso
0.051447,0.025723,0.038585,0.061897,0.045016,0.037781,0.033762,0.049839,0.057074,0.155145,0.02492,0.040193,0.041801,0.058682,0.038585,0.084405,0.044212,0.064309,0.018489,0.028135,meso
0.074786,0.012821,0.051282,0.061966,0.038462,0.057692,0.017094,0.038462,0.029915,0.094017,0.027778,0.034188,0.081197,0.027778,0.07906,0.070513,0.076923,0.089744,0.008547,0.027778,meso
0.074766,0.012461,0.037383,0.024922,0.031153,0.102804,0.009346,0.065421,0.056075,0.077882,0.021807,0.05919,0.037383,0.021807,0.024922,0.093458,0.130841,0.068536,0.012461,0.037383,meso
0.123426,0.002519,0.025189,0.025189,0.080605,0.123426,0.017632,0.060453,0.030227,0.130982,0.030227,0.035264,0.040302,0.025189,0.025189,0.032746,0.055416,0.085642,0.02267,0.027708,meso
0.084932,0.00274,0.063014,0.065753,0.021918,0.063014,0.019178,0.046575,0.057534,0.082192,0.035616,0.068493,0.046575,0.038356,0.079452,0.106849,0.046575,0.038356,0.00274,0.030137,meso
0.114286,0.002198,0.050549,0.061538,0.024176,0.092308,0.028571,0.048352,0.035165,0.087912,0.021978,0.026374,0.07033,0.017582,0.059341,0.079121,0.059341,0.081319,0.013187,0.026374,meso
0.07151,0.028377,0.055619,0.07151,0.026107,0.036322,0.023837,0.041998,0.054484,0.130533,0.012486,0.019296,0.059024,0.044268,0.060159,0.112372,0.052213,0.060159,0.00681,0.032917,meso
0.101124,0.008026,0.05939,0.025682,0.041734,0.086677,0.020867,0.032103,0.065811,0.081862,0.027287,0.054575,0.0626,0.025682,0.041734,0.069021,0.049759,0.054575,0.025682,0.065811,meso
0.061645,0.00538,0.071172,0.123515,0.025331,0.026788,0.025667,0.06243,0.032392,0.05761,0.023089,0.026451,0.082381,0.058395,0.05436,0.126317,0.060076,0.050549,0.004147,0.022304,meso
0.04244,0.01061,0.055703,0.061008,0.047745,0.04244,0.002653,0.06366,0.071618,0.068966,0.002653,0.103448,0.055703,0.05305,0.037135,0.143236,0.039788,0.039788,0.02122,0.037135,meso
0.092251,0.01845,0.027675,0.049815,0.055351,0.084871,0.01107,0.097786,0.03321,0.116236,0.02952,0.027675,0.035055,0.0369,0.01845,0.077491,0.049815,0.081181,0.027675,0.02952,meso
0.076923,0,0.076923,0.142857,0.043956,0.054945,0,0.043956,0.065934,0.098901,0.021978,0.032967,0.043956,0.010989,0.043956,0.032967,0.021978,0.142857,0,0.043956,meso
0.076712,0.012329,0.047945,0.046575,0.039726,0.060274,0.031507,0.049315,0.058904,0.132877,0.012329,0.043836,0.042466,0.080822,0.052055,0.058904,0.050685,0.060274,0.015068,0.027397,meso
0.1067,0.01737,0.019851,0.052109,0.022333,0.099256,0.014888,0.07196,0.044665,0.08933,0.01737,0.019851,0.094293,0.042184,0.034739,0.099256,0.076923,0.062035,0,0.014888,meso
0.086134,0.012605,0.073529,0.039916,0.042017,0.094538,0.006303,0.058824,0.069328,0.063025,0.037815,0.056723,0.048319,0.05042,0.042017,0.058824,0.048319,0.065126,0.008403,0.037815,meso
0.090253,0.01444,0.061372,0.054152,0.028881,0.043321,0.021661,0.086643,0.028881,0.101083,0.028881,0.046931,0.050542,0.057762,0.072202,0.054152,0.054152,0.064982,0,0.039711,meso
0.04943,0.019011,0.007605,0.026616,0.011407,0.026616,0.04943,0.064639,0.091255,0.076046,0.011407,0.057034,0.102662,0.076046,0.022814,0.098859,0.159696,0.022814,0.003802,0.022814,meso
0.05042,0.016807,0,0.016807,0.016807,0.117647,0.033613,0.134454,0.02521,0.226891,0.016807,0.033613,0,0.016807,0.042017,0.058824,0.07563,0.058824,0.042017,0.016807,meso
0.058974,0.003846,0.042308,0.057692,0.060256,0.062821,0.110256,0.047436,0.033333,0.085897,0.016667,0.019231,0.038462,0.065385,0.061538,0.094872,0.05,0.044872,0.010256,0.035897,meso
0.03125,0.009191,0.039216,0.042892,0.035539,0.042279,0.022672,0.066176,0.074755,0.080882,0.010417,0.107843,0.044118,0.042279,0.029412,0.132353,0.105392,0.04902,0.007353,0.026961,meso
0.111111,0.020468,0.02924,0.017544,0.067251,0.081871,0.023392,0.108187,0.040936,0.116959,0.026316,0.020468,0.04386,0.023392,0.023392,0.090643,0.046784,0.070175,0.011696,0.026316,meso
0.068182,0.003247,0.061688,0.071429,0.048701,0.068182,0.012987,0.061688,0.107143,0.100649,0.029221,0.055195,0.029221,0.032468,0.022727,0.061688,0.071429,0.048701,0.006494,0.038961,meso
0.087591,0,0.087591,0.087591,0.014599,0.051095,0.007299,0.043796,0.051095,0.058394,0.036496,0.051095,0.029197,0.051095,0.10219,0.072993,0.058394,0.10219,0,0.007299,meso
0.070994,0,0.022312,0.026369,0.091278,0.064909,0.010142,0.11359,0.042596,0.148073,0.042596,0.03854,0.024341,0.008114,0.018256,0.093306,0.044625,0.066937,0.01217,0.060852,meso
0.136564,0.035242,0.039648,0.017621,0.030837,0.092511,0,0.061674,0.013216,0.070485,0.017621,0.070485,0.039648,0.057269,0.039648,0.123348,0.096916,0.052863,0,0.004405,meso
0.084233,0.019438,0.049676,0.062635,0.049676,0.062635,0.051836,0.049676,0.049676,0.099352,0.021598,0.038877,0.036717,0.058315,0.060475,0.058315,0.038877,0.075594,0.006479,0.025918,meso
0.05597,0.014925,0.041045,0.100746,0.029851,0.044776,0.022388,0.033582,0.074627,0.115672,0.007463,0.044776,0.029851,0.067164,0.078358,0.119403,0.059701,0.041045,0,0.018657,meso
0.071672,0.003413,0.061433,0.044369,0.020478,0.081911,0.037543,0.020478,0.044369,0.078498,0.030717,0.044369,0.075085,0.081911,0.088737,0.09215,0.047782,0.040956,0.006826,0.027304,meso
0.03271,0.014019,0.074766,0.056075,0.065421,0.065421,0.009346,0.046729,0.088785,0.074766,0.018692,0.042056,0.074766,0.018692,0.056075,0.11215,0.037383,0.070093,0.028037,0.014019,meso
0.033333,0.00303,0.045455,0.093939,0.051515,0.069697,0.018182,0.036364,0.048485,0.060606,0.036364,0.066667,0.057576,0.045455,0.075758,0.093939,0.060606,0.063636,0.012121,0.027273,meso
0.048565,0.006623,0.086093,0.072848,0.024283,0.064018,0.022075,0.039735,0.068433,0.099338,0.015453,0.081678,0.028698,0.04415,0.039735,0.13245,0.064018,0.033113,0.004415,0.024283,meso
0.06993,0.003497,0.024476,0.01049,0.073427,0.045455,0.013986,0.111888,0.052448,0.153846,0.017483,0.045455,0.038462,0.024476,0.031469,0.094406,0.052448,0.087413,0.017483,0.031469,meso
0.045872,0,0.082569,0.045872,0.06422,0.027523,0.018349,0.091743,0.036697,0.100917,0.027523,0.06422,0.055046,0.045872,0.018349,0.073394,0.036697,0.091743,0,0.073394,meso
0.102609,0.013913,0.05913,0.05913,0.043478,0.064348,0.01913,0.069565,0.01913,0.128696,0.008696,0.031304,0.08,0.02087,0.076522,0.073043,0.043478,0.057391,0.003478,0.026087,meso
0.096339,0.009634,0.055877,0.050096,0.019268,0.036609,0.034682,0.028902,0.044316,0.086705,0.023121,0.038536,0.050096,0.17341,0.036609,0.094412,0.050096,0.026975,0.001927,0.042389,meso
0.068638,0.007392,0.045407,0.127772,0.014784,0.022175,0.015839,0.048574,0.111932,0.1151,0.020063,0.050686,0.014784,0.083421,0.064414,0.081309,0.059134,0.038015,0.003168,0.007392,meso
0.038647,0.024155,0.041063,0.060386,0.043478,0.048309,0.021739,0.067633,0.043478,0.091787,0.024155,0.065217,0.045894,0.041063,0.041063,0.123188,0.055556,0.062802,0.019324,0.041063,meso
0.102719,0.018127,0.033233,0.063444,0.030211,0.07855,0.009063,0.039275,0.054381,0.054381,0.021148,0.036254,0.07855,0.042296,0.069486,0.141994,0.042296,0.045317,0.021148,0.018127,meso
0.054034,0.005922,0.060696,0.061436,0.041451,0.045892,0.024426,0.058475,0.085862,0.111029,0.020725,0.059215,0.048853,0.036269,0.048113,0.089563,0.048853,0.062176,0.014064,0.022946,meso
0.058175,0.01807,0.05465,0.049802,0.034817,0.046276,0.025562,0.077567,0.047598,0.123843,0.020273,0.04892,0.047157,0.040987,0.047157,0.088145,0.06126,0.053768,0.015425,0.040546,meso
0.077771,0.008425,0.065457,0.089436,0.024627,0.072586,0.014906,0.066105,0.049255,0.097213,0.021387,0.034349,0.040181,0.042774,0.089436,0.048607,0.049255,0.079715,0.005185,0.023331,meso
0.082998,0.023368,0.057212,0.064464,0.048348,0.106366,0.027397,0.028203,0.081386,0.082192,0.020951,0.037873,0.062853,0.035455,0.041096,0.045931,0.045931,0.0556,0.016116,0.036261,meso
0.079926,0.011152,0.039033,0.066914,0.050186,0.070632,0.016729,0.066914,0.072491,0.081784,0.020446,0.046468,0.039033,0.039033,0.052045,0.070632,0.061338,0.079926,0.016729,0.018587,meso
0.052174,0.008696,0.065217,0.104348,0.017391,0.034783,0.004348,0.043478,0.13913,0.078261,0.026087,0.047826,0.030435,0.03913,0.03913,0.069565,0.073913,0.082609,0.013043,0.030435,meso
0.058608,0.014652,0.072039,0.083028,0.026862,0.043956,0.034188,0.039072,0.081807,0.120879,0.020757,0.031746,0.056166,0.043956,0.053724,0.091575,0.041514,0.054945,0.007326,0.023199,meso
0.059016,0.009836,0.032787,0.055738,0.039344,0.052459,0.029508,0.055738,0.085246,0.127869,0.019672,0.04918,0.062295,0.036066,0.065574,0.085246,0.036066,0.052459,0.013115,0.032787,meso
0.069307,0.019802,0.029703,0.049505,0.029703,0.059406,0.049505,0.019802,0.034653,0.128713,0.014851,0.019802,0.064356,0.079208,0.084158,0.10396,0.049505,0.054455,0.014851,0.024752,meso
0.050633,0.015823,0.056962,0.120253,0.053797,0.063291,0.031646,0.041139,0.044304,0.075949,0.022152,0.044304,0.03481,0.028481,0.088608,0.082278,0.044304,0.047468,0.025316,0.028481,meso
0.070968,0.012903,0.06129,0.083871,0.029032,0.080645,0.032258,0.029032,0.035484,0.077419,0.006452,0.035484,0.096774,0.054839,0.070968,0.070968,0.032258,0.070968,0.009677,0.03871,meso
0.047035,0.006135,0.07771,0.047035,0.05317,0.07362,0.02045,0.026585,0.106339,0.104294,0.010225,0.055215,0.030675,0.02454,0.02045,0.07771,0.075665,0.075665,0.02045,0.047035,meso
0.073529,0.009804,0.034314,0.053922,0.04902,0.078431,0.02451,0.078431,0.088235,0.117647,0.02451,0.034314,0.044118,0.053922,0.034314,0.04902,0.068627,0.04902,0.009804,0.02451,meso
0.033333,0,0.077778,0.111111,0.044444,0.022222,0,0.055556,0.077778,0.1,0.055556,0.122222,0.011111,0.055556,0.055556,0.088889,0.022222,0.055556,0.011111,0,meso
0.165854,0.014634,0.009756,0.034146,0.014634,0.092683,0.02439,0.019512,0.019512,0.15122,0.019512,0.014634,0.063415,0.014634,0.082927,0.068293,0.02439,0.107317,0.043902,0.014634,meso
0.068504,0.015403,0.054317,0.126469,0.016619,0.049858,0.018241,0.032023,0.067288,0.059587,0.020673,0.038103,0.077827,0.053912,0.053912,0.10985,0.066072,0.062019,0.003243,0.00608,meso
0.047912,0.074606,0.057495,0.067077,0.032854,0.084189,0.032854,0.041068,0.035592,0.066393,0.013005,0.03833,0.045175,0.049281,0.060917,0.106776,0.05681,0.041068,0.030801,0.017796,meso
0.077338,0.014388,0.034173,0.079137,0.023381,0.084532,0.021583,0.008993,0.044964,0.084532,0.010791,0.019784,0.073741,0.111511,0.115108,0.091727,0.044964,0.034173,0.014388,0.010791,meso
0.07919,0.031308,0.053407,0.071823,0.040516,0.051565,0.036832,0.042357,0.042357,0.104972,0.016575,0.042357,0.031308,0.034991,0.049724,0.084715,0.05709,0.075506,0.018416,0.034991,meso
0.090476,0.009524,0.052381,0.038095,0.033333,0.109524,0.02381,0.061905,0.057143,0.033333,0.019048,0.061905,0.042857,0.02381,0.019048,0.090476,0.057143,0.07619,0.02381,0.07619,meso
0.068342,0.026131,0.044221,0.070352,0.034171,0.031156,0.022111,0.060302,0.062312,0.129648,0.023116,0.043216,0.046231,0.060302,0.048241,0.071357,0.047236,0.071357,0.011055,0.029146,meso
0.058952,0.021834,0.065502,0.050218,0.063319,0.067686,0.024017,0.058952,0.074236,0.091703,0.019651,0.045852,0.045852,0.019651,0.037118,0.09607,0.045852,0.061135,0.010917,0.041485,meso
0.152589,0.00545,0.049046,0.049046,0.024523,0.084469,0.021798,0.049046,0.013624,0.087193,0.029973,0.013624,0.070845,0.038147,0.079019,0.046322,0.065395,0.098093,0.008174,0.013624,meso
0.065982,0.005865,0.107038,0.120235,0.043988,0.041056,0.013196,0.036657,0.101173,0.061584,0.010264,0.046921,0.038123,0.036657,0.060117,0.093842,0.043988,0.046921,0.002933,0.02346,meso
0.115942,0.014493,0.028986,0.057971,0.028986,0.043478,0.014493,0.115942,0.028986,0.057971,0.072464,0.014493,0.043478,0.043478,0.086957,0.086957,0.028986,0.072464,0.014493,0.028986,meso
0.122449,0.012245,0.02449,0.036735,0.061224,0.057143,0.008163,0.081633,0.020408,0.138776,0.032653,0.020408,0.04898,0.028571,0.069388,0.053061,0.053061,0.065306,0.028571,0.036735,meso
0.050584,0.003891,0.046693,0.093385,0.035019,0.054475,0.035019,0.035019,0.081712,0.124514,0.015564,0.019455,0.077821,0.046693,0.085603,0.027237,0.038911,0.070039,0.015564,0.042802,meso
0.118227,0.009852,0.078818,0.064039,0.019704,0.103448,0.019704,0.039409,0.054187,0.083744,0.019704,0.019704,0.029557,0.014778,0.068966,0.098522,0.044335,0.073892,0.004926,0.034483,meso
0.093294,0.017493,0.078717,0.145773,0.03207,0.055394,0.026239,0.017493,0.026239,0.093294,0.011662,0.014577,0.069971,0.058309,0.084548,0.055394,0.043732,0.040816,0.005831,0.029155,meso
0.060569,0.024722,0.071693,0.069221,0.05068,0.053152,0.029666,0.071693,0.049444,0.112485,0.033375,0.029666,0.032138,0.042027,0.044499,0.07293,0.048208,0.069221,0.00618,0.02843,meso
0.07033,0.004396,0.052747,0.052747,0.037363,0.074725,0.013187,0.026374,0.028571,0.081319,0.024176,0.041758,0.079121,0.015385,0.074725,0.118681,0.076923,0.063736,0.01978,0.043956,meso
0.078603,0.008734,0.028384,0.085153,0.054585,0.056769,0.039301,0.065502,0.065502,0.10917,0.024017,0.021834,0.063319,0.034934,0.041485,0.074236,0.039301,0.061135,0.024017,0.024017,meso
0.106109,0.009646,0.07074,0.080386,0.045016,0.041801,0.032154,0.045016,0.048232,0.07717,0.012862,0.025723,0.041801,0.022508,0.07074,0.080386,0.054662,0.080386,0.012862,0.041801,meso
0.042493,0.008499,0.049575,0.053824,0.026912,0.055241,0.036827,0.073654,0.055241,0.094901,0.018414,0.066572,0.056657,0.031161,0.032578,0.121813,0.067989,0.072238,0.007082,0.028329,meso
0.107226,0.009324,0.044289,0.076923,0.037296,0.062937,0.018648,0.051282,0.039627,0.095571,0.013986,0.051282,0.06993,0.027972,0.053613,0.051282,0.065268,0.076923,0.011655,0.034965,meso
0.067365,0.020958,0.064371,0.091317,0.028443,0.047904,0.022455,0.05988,0.065868,0.10479,0.022455,0.025449,0.040419,0.02994,0.05988,0.109281,0.061377,0.050898,0.008982,0.017964,meso
0.073715,0.00388,0.060136,0.065955,0.031038,0.099903,0.022308,0.045587,0.020369,0.074685,0.026188,0.043647,0.056256,0.054316,0.083414,0.092144,0.062076,0.056256,0.00679,0.021339,meso
0.009434,0.018868,0.04717,0.061321,0.056604,0.037736,0.051887,0.099057,0.080189,0.070755,0.033019,0.070755,0.037736,0.037736,0.033019,0.066038,0.089623,0.037736,0.014151,0.04717,meso
0.06,0.013846,0.053846,0.052308,0.075385,0.046154,0.021538,0.06,0.058462,0.104615,0.036923,0.047692,0.029231,0.027692,0.033846,0.08,0.070769,0.064615,0.023077,0.04,meso
0.03681,0.02454,0.06135,0.067485,0.042945,0.079755,0.01227,0.03681,0.07362,0.04908,0.03681,0.06135,0.042945,0.030675,0.04908,0.128834,0.04908,0.055215,0.018405,0.042945,meso
0.03719,0.03168,0.057851,0.095041,0.027548,0.035813,0.019284,0.033058,0.090909,0.100551,0.016529,0.061983,0.041322,0.0427,0.038567,0.15427,0.049587,0.044077,0.008264,0.013774,meso
0.063683,0.013769,0.061962,0.061962,0.041308,0.068847,0.018933,0.053356,0.056799,0.113597,0.024096,0.043029,0.037866,0.043029,0.061962,0.101549,0.037866,0.060241,0.015491,0.020654,meso
0.119718,0,0.049296,0.119718,0.042254,0.077465,0,0.028169,0.035211,0.133803,0.042254,0.007042,0.070423,0.06338,0.042254,0.049296,0.049296,0.049296,0.014085,0.007042,meso
0.075472,0.037736,0.018868,0.037736,0.062893,0.031447,0.006289,0.050314,0.08805,0.113208,0.031447,0.050314,0.031447,0.056604,0.050314,0.075472,0.09434,0.044025,0.012579,0.031447,meso
0.161905,0,0.019048,0.095238,0.057143,0.104762,0.047619,0.028571,0.038095,0.066667,0.009524,0.038095,0.066667,0.019048,0.047619,0.028571,0.038095,0.104762,0.019048,0.009524,meso
0.106963,0.008073,0.048436,0.083754,0.037336,0.081736,0.012109,0.049445,0.067608,0.067608,0.020182,0.032291,0.048436,0.038345,0.063572,0.070636,0.0444,0.086781,0.0111,0.021191,meso
0.072917,0,0.026042,0.015625,0.046875,0.078125,0.005208,0.005208,0.010417,0.036458,0.03125,0.09375,0.078125,0.057292,0.057292,0.161458,0.140625,0.046875,0.010417,0.026042,meso
0.057223,0.015947,0.057223,0.050657,0.032833,0.054409,0.045966,0.045966,0.020638,0.104128,0.0197,0.040338,0.071295,0.084428,0.059099,0.067542,0.045966,0.04878,0.036585,0.041276,meso
0.062088,0.031985,0.056444,0.065851,0.0508,0.088429,0.015052,0.048918,0.071496,0.085607,0.018815,0.029163,0.061148,0.027281,0.058325,0.053622,0.045155,0.068674,0.027281,0.033866,meso
0.114249,0.015404,0.060334,0.046213,0.032092,0.089859,0.026958,0.038511,0.025674,0.082157,0.025674,0.03466,0.056483,0.042362,0.082157,0.050064,0.056483,0.088575,0.011553,0.020539,meso
0.058824,0.006536,0.03268,0.104575,0.039216,0.058824,0.052288,0.078431,0.078431,0.078431,0.026144,0.03268,0.065359,0.019608,0.039216,0.098039,0.039216,0.078431,0.013072,0,meso
0.105263,0,0.032895,0.036184,0.065789,0.082237,0.013158,0.111842,0.039474,0.115132,0.036184,0.029605,0.065789,0.032895,0.042763,0.065789,0.046053,0.046053,0.016447,0.016447,meso
